player_id,display_name,player_name,surname,forename,player_dob,dob_display,comp_rec_pos,soccerbase_pos,tm_pos_1,tm_pos_2,tm_pos_3,position
RosenthalAbe19211012,"Rosenthal, Abe",Abe Rosenthal,Rosenthal,Abe,1921-10-12,,Inside Forward,,,,,Inside Forward
RothwellPeter21898,"Rothwell, Peter",Peter Rothwell,Rothwell,Peter,,Q2 1898,Inside Forward,,,,,Inside Forward
RoweGraham19450828,"Rowe, Graham",Graham Rowe,Rowe,Graham,1945-08-28,,Wing Half,,,,,Wing Half
RoweJames19911021,"Rowe, James",James Rowe,Rowe,James,1991-10-21,,,Midfielder,Central Midfield,Right Midfield,Left Midfield,Central Midfield
RowlandJohn19410407,"Rowland, John",John Rowland,Rowland,John,1941-04-07,,Winger,,,,,Winger
RowlesReginald,"Rowles, Reginald",Reginald Rowles,Rowles,Reginald,,Unknown,Right Back,,,,,Right Back
RowleyTony19290919,"Rowley, Tony",Tony Rowley,Rowley,Tony,1929-09-19,,Center Forward,,,,,Center Forward
RoyJack19140323,"Roy, Jack",Jack Roy,Roy,Jack,1914-03-23,,Outside Left,,,,,Outside Left
RussellAlex19440221,"Russell, Alex",Alex Russell,Russell,Alex,1944-02-21,,Midfielder,,,,,Midfielder
RussellCraig19740204,"Russell, Craig",Craig Russell,Russell,Craig,1974-02-04,,,Forward,Centre-Forward,,,Centre-Forward
RutterEdward18980702,"Rutter, Edward",Edward Rutter,Rutter,Edward,1898-07-02,,Left Half,,,,,Left Half
SalmonLen19120624,"Salmon, Len",Len Salmon,Salmon,Len,1912-06-24,,Wing Half,,,,,Wing Half
SantosGeorges19700815,"Santos, Georges",Georges Santos,Santos,Georges,1970-08-15,,,Defender,Centre-Back,,,Centre-Back
SaundersHarvey19970720,"Saunders, Harvey",Harvey Saunders,Saunders,Harvey,1997-07-20,,,Forward,Centre-Forward,,,Centre-Forward
SavageBas19820107,"Savage, Bas",Bas Savage,Savage,Bas,1982-01-07,,,Forward,Centre-Forward,Right Winger,,Centre-Forward
SayerStan18950202,"Sayer, Stan",Stan Sayer,Sayer,Stan,1895-02-02,,Center Forward,,,,,Center Forward
ScottGeorge19441025,"Scott, George",George Scott,Scott,George,1944-10-25,,Inside Forward,,,,,Inside Forward
SeasmanJohn19550221,"Seasman, John",John Seasman,Seasman,John,1955-02-21,,Midfielder,,,,,Midfielder
SeddonBen19520205,"Seddon, Ben",Ben Seddon,Seddon,Ben,1952-02-05,,Center Half,,,,,Center Half
SeremetDino19800816,"Seremet, Dino",Dino Seremet,Seremet,Dino,1980-08-16,,,Goalkeeper,Goalkeeper,,,Goalkeeper
SewellGeorge18980603,"Sewell, George",George Sewell,Sewell,George,1898-06-03,,Center Half,,,,,Center Half
SharkeyBernard18940325,"Sharkey, Bernard",Bernard Sharkey,Sharkey,Bernard,1894-03-25,,Inside Right,,,,,Inside Right
SharpAlex19101112,"Sharp, Alex",Alex Sharp,Sharp,Alex,1910-11-12,,Center Half,,,,,Center Half
SharpsIan19801023,"Sharps, Ian",Ian Sharps,Sharps,Ian,1980-10-23,,,Defender,Centre-Back,,,Centre-Back
ShawHugh19290429,"Shaw, Hugh",Hugh Shaw,Shaw,Hugh,1929-04-29,,Wing Half,,,,,Wing Half
ShearsBert19000512,"Shears, Bert",Bert Shears,Shears,Bert,1900-05-12,,Right Half,,,,,Right Half
ShepherdPaul19771117,"Shepherd, Paul",Paul Shepherd,Shepherd,Paul,1977-11-17,,,Forward,Centre-Forward,,,Centre-Forward
SherlockHarold19090202,"Sherlock, Harold",Harold Sherlock,Sherlock,Harold,1909-02-02,,Goalkeeper,,,,,Goalkeeper
ShoneGeorge19220215,"Shone, George",George Shone,Shone,George,1922-02-15,,Center Forward,,,,,Center Forward
ShottonRyan19881030,"Shotton, Ryan",Ryan Shotton,Shotton,Ryan,1988-10-30,,,Defender,Centre-Back,Right-Back,,Centre-Back
ShowunmiEnoch19820421,"Showunmi, Enoch",Enoch Showunmi,Showunmi,Enoch,1982-04-21,,,Forward,Centre-Forward,,,Centre-Forward
ShukerChris19820509,"Shuker, Chris",Chris Shuker,Shuker,Chris,1982-05-09,,,Midfielder,Right Midfield,Left Midfield,,Right Midfield
SiddallBarry19540912,"Siddall, Barry",Barry Siddall,Siddall,Barry,1954-09-12,,Goalkeeper,,,,,Goalkeeper
SidibeMamady19791218,"Sidibe, Mamady",Mamady Sidibe,Sidibe,Mamady,1979-12-18,,,Forward,Centre-Forward,,,Centre-Forward
SilleLes19280412,"Sille, Les",Les Sille,Sille,Les,1928-04-12,,Outside Left,,,,,Outside Left
SimeuDynel20020313,"Simeu, Dynel",Dynel Simeu,Simeu,Dynel,2002-03-13,,,Defender,Centre-Back,Right-Back,,Centre-Back
SimonsenSteve19790403,"Simonsen, Steve",Steve Simonsen,Simonsen,Steve,1979-04-03,,,Goalkeeper,Goalkeeper,,,Goalkeeper
SinclairNick19600103,"Sinclair, Nick",Nick Sinclair,Sinclair,Nick,1960-01-03,,Fullback,,,,,Fullback
SinclairRoy19441210,"Sinclair, Roy",Roy Sinclair,Sinclair,Roy,1944-12-10,,Inside Forward,,,,,Inside Forward
SinclairWillie19341014,"Sinclair, Willie",Willie Sinclair,Sinclair,Willie,1934-10-14,,Inside Forward,,,,,Inside Forward
SinnottLewis20020304,"Sinnott, Lewis",Lewis Sinnott,Sinnott,Lewis,2002-03-04,,,Defender,Right-Back,Left-Back,,Right-Back
SmithDerek19460705,"Smith, Derek",Derek Smith,Smith,Derek,1946-07-05,,Center Half,,,,,Center Half
SmithGeorge,"Smith, George",George Smith,Smith,George,,Unknown,Inside Forward,,,,,Inside Forward
SmithJohn19700723,"Smith, John",John Smith,Smith,John,1970-07-23,,Left Back,,Right-Back,,,Left Back
SmithJonny19970728,"Smith, Jonny",Jonny Smith,Smith,Jonny,1997-07-28,,,Midfielder,Right Winger,Left Winger,,Right Winger
SmithReg11916,"Smith, Reg",Reg Smith,Smith,Reg,,Q1 1916,Inside Left,,,,,Inside Left
SmithSam19980308,"Smith, Sam",Sam Smith,Smith,Sam,1998-03-08,,,Forward,Centre-Forward,,,Centre-Forward
SmithWilliam1915,"Smith, William",William Smith,Smith,William,,~1915,Inside Right,,,,,Inside Right
SodjeAkpo19800131,"Sodje, Akpo",Akpo Sodje,Sodje,Akpo,1980-01-31,,,Forward,Centre-Forward,,,Centre-Forward
SolomonSol20010317,"Solomon, Sol",Sol Solomon,Solomon,Sol,2001-03-17,,,Midfielder,Centre-Forward,Left Winger,,Centre-Forward
SolomonDaviesJosh19991120,"Solomon-Davies, Josh",Josh Solomon-Davies,Solomon-Davies,Josh,1999-11-20,,,Defender,Right-Back,,,Right-Back
SonkoEdrissa19800323,"Sonko, Edrissa",Edrissa Sonko,Sonko,Edrissa,1980-03-23,,,Midfielder,Right Winger,Attacking Midfield,,Right Winger
SordellMarvin19910217,"Sordell, Marvin",Marvin Sordell,Sordell,Marvin,1991-02-17,,,Forward,Centre-Forward,Right Winger,,Centre-Forward
SousaErico19950312,"Sousa, Erico",Erico Sousa,Sousa,Erico,1995-03-12,,,Midfielder,Left Winger,Right Winger,,Left Winger
SpeakmanSammy19340127,"Speakman, Sammy",Sammy Speakman,Speakman,Sammy,1934-01-27,,Outside Left,,,,,Outside Left
SpearingJay19881125,"Spearing, Jay",Jay Spearing,Spearing,Jay,1988-11-25,,,Midfielder,Defensive Midfield,Central Midfield,,Defensive Midfield
SpellmanCarl20001106,"Spellman, Carl",Carl Spellman,Spellman,Carl,2000-11-06,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
SpenceJames,"Spence, James",James Spence,Spence,James,,Unknown,Left Back,,,,,Left Back
SpencerReg19081201,"Spencer, Reg",Reg Spencer,Spencer,Reg,1908-12-01,,Left Half,,,,,Left Half
SpencerTeddy,"Spencer, Teddy",Teddy Spencer,Spencer,Teddy,,Unknown,Inside Left,,,,,Inside Left
SpinkTony19291116,"Spink, Tony",Tony Spink,Spink,Tony,1929-11-16,,Center Forward,,,,,Center Forward
StJohnIan19380607,"St John, Ian",Ian St John,St John,Ian,1938-06-07,,Center Forward,,,,,Center Forward
StanleyGraham19380127,"Stanley, Graham",Graham Stanley,Stanley,Graham,1938-01-27,,Wing Half,,,,,Wing Half
StarbuckJoseph20020803,"Starbuck, Joseph",Joseph Starbuck,Starbuck,Joseph,2002-08-03,,,Defender,Right-Back,Right Midfield,,Right-Back
SteelJim19591204,"Steel, Jim",Jim Steel,Steel,Jim,1959-12-04,,Center Forward,,Centre-Forward,,,Center Forward
SteelePercy19231226,"Steele, Percy",Percy Steele,Steele,Percy,1923-12-26,,Fullback,,,,,Fullback
StephensTerry19351105,"Stephens, Terry",Terry Stephens,Stephens,Terry,1935-11-05,,Inside Forward,,,,,Inside Forward
StephensonDarren19930306,"Stephenson, Darren",Darren Stephenson,Stephenson,Darren,1993-03-06,,,Forward,Centre-Forward,Left Winger,Left Midfield,Centre-Forward
StevensDennis19331130,"Stevens, Dennis",Dennis Stevens,Stevens,Dennis,1933-11-30,,Inside Forward,,Centre-Forward,,,Inside Forward
StevensGary19630327,"Stevens, Gary",Gary Stevens,Stevens,Gary,1963-03-27,,Fullback,Defender,Right-Back,,,Fullback
StevensonWillie19391026,"Stevenson, Willie",Willie Stevenson,Stevenson,Willie,1939-10-26,,Left Half,,Central Midfield,Centre-Back,Left Midfield,Left Half
StockdaleRobbie19791130,"Stockdale, Robbie",Robbie Stockdale,Stockdale,Robbie,1979-11-30,,,Defender,Right-Back,,,Right-Back
StocktonCole19940313,"Stockton, Cole",Cole Stockton,Stockton,Cole,1994-03-13,,,Forward,Centre-Forward,,,Centre-Forward
StortonStan19390105,"Storton, Stan",Stan Storton,Storton,Stan,1939-01-05,,Right Back,,Right-Back,,,Right Back
StortonTrevor19491126,"Storton, Trevor",Trevor Storton,Storton,Trevor,1949-11-26,,Center Half,,Centre-Back,,,Center Half
StottTom,"Stott, Tom",Tom Stott,Stott,Tom,,Unknown,Center Forward,,,,,Center Forward
StratulisRyan20030418,"Stratulis, Ryan",Ryan Stratulis,Stratulis,Ryan,2003-04-18,,,Midfielder,Attacking Midfield,,,Attacking Midfield
StuartEddie19310512,"Stuart, Eddie",Eddie Stuart,Stuart,Eddie,1931-05-12,,Center Half,,,,,Center Half
StuartTom18931025,"Stuart, Tom",Tom Stuart,Stuart,Tom,1893-10-25,,Left Back,,,,,Left Back
SugdenArthur1894,"Sugden, Arthur",Arthur Sugden,Sugden,Arthur,,~1894,Right Back,,,,,Right Back
SummerbeeNicky19710826,"Summerbee, Nicky",Nicky Summerbee,Summerbee,Nicky,1971-08-26,,,Midfielder,Right Midfield,Right Winger,Right-Back,Right Midfield
SuttonRitchie19860429,"Sutton, Ritchie",Ritchie Sutton,Sutton,Ritchie,1986-04-29,,,Defender,Centre-Back,Right-Back,,Centre-Back
TanseyGerard19331015,"Tansey, Gerard",Gerard Tansey,Tansey,Gerard,1933-10-15,,Fullback,,,,,Fullback
TaylorAndy19860314,"Taylor, Andy",Andy Taylor,Taylor,Andy,1986-03-14,,,Defender,Left-Back,Centre-Back,,Left-Back
TaylorAsh19900902,"Taylor, Ash",Ash Taylor,Taylor,Ash,1990-09-02,,,Defender,Centre-Back,Defensive Midfield,,Centre-Back
TaylorGareth19730225,"Taylor, Gareth",Gareth Taylor,Taylor,Gareth,1973-02-25,,,Forward,Centre-Forward,,,Centre-Forward
TaylorPerry19810129,"Taylor, Perry",Perry Taylor,Taylor,Perry,1981-01-29,,,Midfielder,,,,Midfielder
TaylorRhys19900407,"Taylor, Rhys",Rhys Taylor,Taylor,Rhys,1990-04-07,,,Goalkeeper,Goalkeeper,,,Goalkeeper
TaylorRob19850116,"Taylor, Rob",Rob Taylor,Taylor,Rob,1985-01-16,,,Defender,Left-Back,Left Midfield,,Left-Back
TaylorRyan19840819,"Taylor, Ryan",Ryan Taylor,Taylor,Ryan,1984-08-19,,,Defender,Right-Back,Left-Back,Defensive Midfield,Right-Back
TaylorSamuel20031223,"Taylor, Samuel",Samuel Taylor,Taylor,Samuel,2003-12-23,,,Forward,Centre-Forward,,,Centre-Forward
TaylorScott19760505,"Taylor, Scott",Scott Taylor,Taylor,Scott,1976-05-05,,,Forward,Centre-Forward,,,Centre-Forward
TaylorFletcherGary19810604,"Taylor-Fletcher, Gary",Gary Taylor-Fletcher,Taylor-Fletcher,Gary,1981-06-04,,,Forward,Right Winger,Centre-Forward,Left Winger,Right Winger
TealeShaun19640310,"Teale, Shaun",Shaun Teale,Teale,Shaun,1964-03-10,,Central Defender,Defender,Centre-Back,,,Central Defender
TempleErnest21910,"Temple, Ernest",Ernest Temple,Temple,Ernest,,Q2 1910,Goalkeeper,,,,,Goalkeeper
ThirkellPercy19000213,"Thirkell, Percy",Percy Thirkell,Thirkell,Percy,1900-02-13,,Left Back,,,,,Left Back
ThomasJohn19580805,"Thomas, John",John Thomas,Thomas,John,1958-08-05,,Center Forward,,,,,Center Forward
ThomasKevin19450813,"Thomas, Kevin",Kevin Thomas,Thomas,Kevin,1945-08-13,,Goalkeeper,,,,,Goalkeeper
ThomasRobert41911,"Thomas, Robert",Robert Thomas,Thomas,Robert,,Q4 1911,Outside Right,,,,,Outside Right
ThomasStanley19190905,"Thomas, Stanley",Stanley Thomas,Thomas,Stanley,1919-09-05,,Inside Left,,,,,Inside Left
ThomasTony19710712,"Thomas, Tony",Tony Thomas,Thomas,Tony,1971-07-12,,Defender,Defender,Right-Back,,,Defender
ThomasWilliam19060316,"Thomas, William",William Thomas,Thomas,William,1906-03-16,,Center Half,,,,,Center Half
ThomasMooreIan19760826,"Thomas-Moore, Ian",Ian Thomas-Moore,Thomas-Moore,Ian,1976-08-26,,Striker,Forward,Centre-Forward,,,Striker
ThompsonAlex19171208,"Thompson, Alex",Alex Thompson,Thompson,Alex,1917-12-08,,Right Back,,,,,Right Back
ThompsonAndy19671109,"Thompson, Andy",Andy Thompson,Thompson,Andy,1967-11-09,,,Defender,Left-Back,,,Left-Back
ThompsonBob18900227,"Thompson, Bob",Bob Thompson,Thompson,Bob,1890-02-27,,Right Back,,,,,Right Back
ThompsonJoe19890305,"Thompson, Joe",Joe Thompson,Thompson,Joe,1989-03-05,,,Midfielder,Right Midfield,Right Winger,Left Midfield,Right Midfield
ThompsonJohn19811012,"Thompson, John",John Thompson,Thompson,John,1981-10-12,,,Defender,Right-Back,Centre-Back,Right Midfield,Right-Back
ThompsonJosh19910225,"Thompson, Josh",Josh Thompson,Thompson,Josh,1991-02-25,,,Defender,Centre-Back,,,Centre-Back
ThompsonRobert,"Thompson, Robert",Robert Thompson,Thompson,Robert,,Unknown,Center Forward,,,,,Center Forward
ThornAndy19661112,"Thorn, Andy",Andy Thorn,Thorn,Andy,1966-11-12,,Central Defender,Defender,Centre-Back,,,Central Defender
ThorntonSean19830518,"Thornton, Sean",Sean Thornton,Thornton,Sean,1983-05-18,,,Midfielder,Central Midfield,,,Central Midfield
ThorpeAdrian19631125,"Thorpe, Adrian",Adrian Thorpe,Thorpe,Adrian,1963-11-25,,Outside Left,,,,,Outside Left
ThorpeAndy19600915,"Thorpe, Andy",Andy Thorpe,Thorpe,Andy,1960-09-15,,Defender,,,,,Defender
TilstonTommy19260219,"Tilston, Tommy",Tommy Tilston,Tilston,Tommy,1926-02-19,,Inside Forward,,,,,Inside Forward
TiryakiMustafa19870302,"Tiryaki, Mustafa",Mustafa Tiryaki,Tiryaki,Mustafa,1987-03-02,,,Forward,Centre-Forward,,,Centre-Forward
TollittBen19941130,"Tollitt, Ben",Ben Tollitt,Tollitt,Ben,1994-11-30,,,Midfielder,Right Midfield,Left Midfield,,Right Midfield
TomlinsonBen19891031,"Tomlinson, Ben",Ben Tomlinson,Tomlinson,Ben,1989-10-31,,,Forward,Centre-Forward,Left Winger,Right Winger,Centre-Forward
TongRobert21911,"Tong, Robert",Robert Tong,Tong,Robert,,Q2 1911,Center Forward,,,,,Center Forward
TrainRay19510210,"Train, Ray",Ray Train,Train,Ray,1951-02-10,,Midfielder,,Defensive Midfield,,,Midfielder
TraoreDrissa19920325,"Traore, Drissa",Drissa Traore,Traore,Drissa,1992-03-25,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
TravisHarry19111226,"Travis, Harry",Harry Travis,Travis,Harry,1911-12-26,,Center Forward,,,,,Center Forward
TremarcoCarl19851011,"Tremarco, Carl",Carl Tremarco,Tremarco,Carl,1985-10-11,,,Defender,Left-Back,,,Left-Back
TuckerCharles1917,"Tucker, Charles",Charles Tucker,Tucker,Charles,,~1917,Goalkeeper,,,,,Goalkeeper
TurnbullJordan19941030,"Turnbull, Jordan",Jordan Turnbull,Turnbull,Jordan,1994-10-30,,,Defender,Centre-Back,Left-Back,Defensive Midfield,Centre-Back
TurnerIain19840126,"Turner, Iain",Iain Turner,Turner,Iain,1984-01-26,,,Goalkeeper,Goalkeeper,,,Goalkeeper
TurnerCookeJay20031231,"Turner-Cooke, Jay",Jay Turner-Cooke,Turner-Cooke,Jay,2003-12-31,,,Midfielder,Attacking Midfield,Central Midfield,Right Midfield,Attacking Midfield
TwistFrank19401102,"Twist, Frank",Frank Twist,Twist,Frank,1940-11-02,,Outside Right,,,,,Outside Right
TynanBobby19551207,"Tynan, Bobby",Bobby Tynan,Tynan,Bobby,1955-12-07,,Midfielder,,,,,Midfielder
UrmsonFred19071126,"Urmson, Fred",Fred Urmson,Urmson,Fred,1907-11-26,,Outside Left,,,,,Outside Left
VaughanJames19880714,"Vaughan, James",James Vaughan,Vaughan,James,1988-07-14,,,Forward,Centre-Forward,,,Centre-Forward
VaughanLee19860717,"Vaughan, Lee",Lee Vaughan,Vaughan,Lee,1986-07-17,,,Defender,Right-Back,Right Midfield,,Right-Back
VeitchTommy19491016,"Veitch, Tommy",Tommy Veitch,Veitch,Tommy,1949-10-16,,Midfielder,,,,,Midfielder
VickersSteve19671013,"Vickers, Steve",Steve Vickers,Vickers,Steve,1967-10-13,,Central Defender,,Centre-Back,,,Central Defender
WalkdenEdgar19141104,"Walkden, Edgar",Edgar Walkden,Walkden,Edgar,1914-11-04,,Center Half,,,,,Center Half
WalkerBrad19960425,"Walker, Brad",Brad Walker,Walker,Brad,1996-04-25,,,Defender,Defensive Midfield,Central Midfield,Centre-Back,Defensive Midfield
WalkerStephen20001011,"Walker, Stephen",Stephen Walker,Walker,Stephen,2000-10-11,,,Midfielder,Second Striker,Left Winger,Centre-Forward,Second Striker
WalkerRiceDanny20001110,"Walker-Rice, Danny",Danny Walker-Rice,Walker-Rice,Danny,2000-11-10,,,Forward,Right Winger,Left Winger,,Right Winger
WallaceJames19911219,"Wallace, James",James Wallace,Wallace,James,1991-12-19,,,Midfielder,Central Midfield,Defensive Midfield,Attacking Midfield,Central Midfield
WallsArthur19310115,"Walls, Arthur",Arthur Walls,Walls,Arthur,1931-01-15,,Forward,,,,,Forward
WardGavin19700630,"Ward, Gavin",Gavin Ward,Ward,Gavin,1970-06-30,,,Goalkeeper,Goalkeeper,,,Goalkeeper
WaringGeorge19941202,"Waring, George",George Waring,Waring,George,1994-12-02,,,Forward,Centre-Forward,,,Centre-Forward
WaringPongo19061012,"Waring, Pongo",Pongo Waring,Waring,Pongo,1906-10-12,,Center Forward,,,,,Center Forward
WarnerTony19740511,"Warner, Tony",Tony Warner,Warner,Tony,1974-05-11,,,Goalkeeper,Goalkeeper,,,Goalkeeper
WarrenEmrys,"Warren, Emrys",Emrys Warren,Warren,Emrys,,Unknown,Left Back,,,,,Left Back
WarrinerSteve19581218,"Warriner, Steve",Steve Warriner,Warriner,Steve,1958-12-18,,Defender,,,,,Defender
WarringtonLewis20021010,"Warrington, Lewis",Lewis Warrington,Warrington,Lewis,2002-10-10,,,Midfielder,Central Midfield,Attacking Midfield,Defensive Midfield,Central Midfield
WassellGilbert19100409,"Wassell, Gilbert",Gilbert Wassell,Wassell,Gilbert,1910-04-09,,Left Back,,,,,Left Back
WaterfallLuke19900730,"Waterfall, Luke",Luke Waterfall,Waterfall,Luke,1990-07-30,,,Defender,Centre-Back,,,Centre-Back
WaterstonArchie19021013,"Waterston, Archie",Archie Waterston,Waterston,Archie,1902-10-13,,Center Forward,,,,,Center Forward
WatsonJack1912,"Watson, Jack",Jack Watson,Watson,Jack,,~1912,Center Half,,,,,Center Half
WatsonRyan19930707,"Watson, Ryan",Ryan Watson,Watson,Ryan,1993-07-07,,,Midfielder,Defensive Midfield,Central Midfield,Right-Back,Defensive Midfield
WattsFarewell19040310,"Watts, Farewell",Farewell Watts,Watts,Farewell,1904-03-10,,Inside Right,,,,,Inside Right
WebbJohn19520210,"Webb, John",John Webb,Webb,John,1952-02-10,,Right Back,,,,,Right Back
WeirJimmy19390412,"Weir, Jimmy",Jimmy Weir,Weir,Jimmy,1939-04-12,,Outside Left,,,,,Outside Left
WeirRobbie19881209,"Weir, Robbie",Robbie Weir,Weir,Robbie,1988-12-09,,,Midfielder,Defensive Midfield,Central Midfield,,Defensive Midfield
WelchKeith19681003,"Welch, Keith",Keith Welch,Welch,Keith,1968-10-03,,,Goalkeeper,Goalkeeper,,,Goalkeeper
WellingsBarry19580610,"Wellings, Barry",Barry Wellings,Wellings,Barry,1958-06-10,,Forward,,,,,Forward
WelshJohn19840110,"Welsh, John",John Welsh,Welsh,John,1984-01-10,,,Midfielder,Central Midfield,Defensive Midfield,,Central Midfield
WestGordon19430424,"West, Gordon",Gordon West,West,Gordon,1943-04-24,,Goalkeeper,,Goalkeeper,,,Goalkeeper
WestlakeBrian19430919,"Westlake, Brian",Brian Westlake,Westlake,Brian,1943-09-19,,Center Forward,,,,,Center Forward
WhartonPaddy20000527,"Wharton, Paddy",Paddy Wharton,Wharton,Paddy,2000-05-27,,,Goalkeeper,Goalkeeper,,,Goalkeeper
WheelerJohnny19280726,"Wheeler, Johnny",Johnny Wheeler,Wheeler,Johnny,1928-07-26,,Right Half,,Right Midfield,,,Right Half
WhiteBob19011205,"White, Bob",Bob White,White,Bob,1901-12-05,,Outside Right,,,,,Outside Right
WhiteheadPhil19691217,"Whitehead, Phil",Phil Whitehead,Whitehead,Phil,1969-12-17,,,Goalkeeper,Goalkeeper,,,Goalkeeper
WhitehurstBert18980622,"Whitehurst, Bert",Bert Whitehurst,Whitehurst,Bert,1898-06-22,,Center Forward,,,,,Center Forward
WhitmoreTheodore19720805,"Whitmore, Theodore",Theodore Whitmore,Whitmore,Theodore,1972-08-05,,,Midfielder,Attacking Midfield,,,Attacking Midfield
WhittinghamSteve19620204,"Whittingham, Steve",Steve Whittingham,Whittingham,Steve,1962-02-04,,Forward,,,,,Forward
WhyteCrawford19071204,"Whyte, Crawford",Crawford Whyte,Whyte,Crawford,1907-12-04,,Left Back,,,,,Left Back
WildeLeslie,"Wilde, Leslie",Leslie Wilde,Wilde,Leslie,,Unknown,Goalkeeper,,,,,Goalkeeper
WilkinsonBarry19350616,"Wilkinson, Barry",Barry Wilkinson,Wilkinson,Barry,1935-06-16,,Half Back,,,,,Half Back
WilliamsGary19590514,"Williams, Gary",Gary Williams,Williams,Gary,1959-05-14,,Defender,,,,,Defender
WilliamsGraham19361231,"Williams, Graham",Graham Williams,Williams,Graham,1936-12-31,,Outside Left,,Left Midfield,,,Outside Left
WilliamsJackie19290801,"Williams, Jackie",Jackie Williams,Williams,Jackie,1929-08-01,,Outside Left,,,,,Outside Left
WilliamsJohn19601003,"Williams, John",John Williams,Williams,John,1960-10-03,,Center Half,,Centre-Back,,,Center Half
WilliamsJosh20040713,"Williams, Josh",Josh Williams,Williams,Josh,2004-07-13,,,Midfielder,Central Midfield,Attacking Midfield,,Central Midfield
WilliamsKeith19370114,"Williams, Keith",Keith Williams,Williams,Keith,1937-01-14,,Inside Forward,,,,,Inside Forward
WilliamsRay19301230,"Williams, Ray",Ray Williams,Williams,Ray,1930-12-30,,Wing Half,,,,,Wing Half
WilliamsRyan19780831,"Williams, Ryan (b.1978)",Ryan Williams,Williams,Ryan,1978-08-31,,,Midfielder,Attacking Midfielder,,,Attacking Midfielder
WilliamsRyan19910408,"Williams, Ryan (b.1991)",Ryan Williams,Williams,Ryan,1991-04-08,,,Midfielder,Attacking Midfielder,,,Attacking Midfielder
WilliamsTommy19290801,"Williams, Tommy",Tommy Williams,Williams,Tommy,1929-08-01,,Wing Half,,,,,Wing Half
WilliamsonJames19260616,"Williamson, James",James Williamson,Williamson,James,1926-06-16,,Inside Forward,,,,,Inside Forward
WilliamsonStewie19260407,"Williamson, Stewie",Stewie Williamson,Williamson,Stewie,1926-04-07,,Outside Left,,,,,Outside Left
WilsonBob19280908,"Wilson, Bob",Bob Wilson,Wilson,Bob,1928-09-08,,Right Back,,Right-Back,,,Right Back
WilsonKane20000311,"Wilson, Kane",Kane Wilson,Wilson,Kane,2000-03-11,,,Defender,Right-Back,Right Midfield,,Right-Back
WilsonMark19790209,"Wilson, Mark",Mark Wilson,Wilson,Mark,1979-02-09,,,Midfielder,Central Midfield,,,Central Midfield
WilsonSteve19740424,"Wilson, Steve",Steve Wilson,Wilson,Steve,1974-04-24,,,Goalkeeper,Goalkeeper,,,Goalkeeper
WinnEdward,"Winn, Edward",Edward Winn,Winn,Edward,,Unknown,Center Half,,,,,Center Half
WoanDon19271107,"Woan, Don",Don Woan,Woan,Don,1927-11-07,,Forward,,,,,Forward
WoodAlbert19030425,"Wood, Albert",Albert Wood,Wood,Albert,1903-04-25,,Inside Left,,,,,Inside Left
WoodArchie19260318,"Wood, Archie",Archie Wood,Wood,Archie,1926-03-18,,Outside Left,,,,,Outside Left
WoodConnor19960717,"Wood, Connor",Connor Wood,Wood,Connor,1996-07-17,,,Defender,Left-Back,Left Midfield,,Left-Back
WoodNick19901109,"Wood, Nick",Nick Wood,Wood,Nick,1990-11-09,,,Defender,Centre-Back,Left-Back,,Centre-Back
WoodardsDan19831007,"Woodards, Dan",Dan Woodards,Woodards,Dan,1983-10-07,,,Defender,Right-Back,Left-Back,Centre-Back,Right-Back
WoodinSteve19550106,"Woodin, Steve",Steve Woodin,Woodin,Steve,1955-01-06,,Winger,,,,,Winger
WoodsBilly19731024,"Woods, Billy",Billy Woods,Woods,Billy,1973-10-24,,Winger,Midfielder,Left Midfield,,,Winger
WoodsCalum19870205,"Woods, Calum",Calum Woods,Woods,Calum,1987-02-05,,,Defender,Right-Back,Left-Back,Centre-Back,Right-Back
WoodsRay19650607,"Woods, Ray",Ray Woods,Woods,Ray,1965-06-07,,Midfielder,,,,,Midfielder
WoodwardBilly,"Woodward, Billy",Billy Woodward,Woodward,Billy,,Unknown,Inside Left,,,,,Inside Left
WoodyardAlex19930503,"Woodyard, Alex",Alex Woodyard,Woodyard,Alex,1993-05-03,,,Midfielder,Defensive Midfield,Central Midfield,Right Midfield,Defensive Midfield
WooleryKaiyne19950111,"Woolery, Kaiyne",Kaiyne Woolery,Woolery,Kaiyne,1995-01-11,,,Midfielder,Left Winger,Right Winger,Centre-Forward,Left Winger
WoottonScott19910912,"Wootton, Scott",Scott Wootton,Wootton,Scott,1991-09-12,,,Defender,Centre-Back,Right-Back,,Centre-Back
WorthingtonFrank19481123,"Worthington, Frank",Frank Worthington,Worthington,Frank,1948-11-23,,Center Forward,,,,,Center Forward
YardleyGeorge19421008,"Yardley, George",George Yardley,Yardley,George,1942-10-08,,Center Forward,,,,,Center Forward
YarneyJosef19971008,"Yarney, Josef",Josef Yarney,Yarney,Josef,1997-10-08,,,Defender,Centre-Back,Right-Back,,Centre-Back
YatesSteve19700129,"Yates, Steve",Steve Yates,Yates,Steve,1970-01-29,,,Defender,Centre-Back,Right-Back,Left-Back,Centre-Back
YatesWilf1898,"Yates, Wilf",Wilf Yates,Yates,Wilf,,1898,Right Back,,,,,Right Back
